change_absolute,change_percent,created_at,currency_code,day_high,day_low,id,imported_at,market_cap,market_state,open,previous_close,price,raw_import_id,raw_payload,snapshot_at,source_name,source_recorded_at,source_symbol,source_url,stock_id,symbol,trade_date,updated_at,volume
40.8,3.0265,2026-04-29T00:46:54.344+00:00,INR,1395.199951,1357,321703a0-ede5-401f-bcc6-471a39da6bb0,2026-04-29T00:46:53.55+00:00,,CLOSED,1358,1348.1,1388.900024,9ca9daa1-e551-4be1-bd67-1ccbf071eeaa,"{""quoteResponse"":{""error"":null,""result"":[{""symbol"":""RELIANCE.NS"",""currency"":""INR"",""marketCap"":null,""marketState"":""CLOSED"",""exchangeName"":""NSI"",""regularMarketOpen"":1358,""regularMarketTime"":1777347900,""regularMarketPrice"":1388.9000244140625,""regularMarketChange"":40.8,""regularMarketDayLow"":1357,""regularMarketVolume"":41027699,""regularMarketDayHigh"":1395.199951171875,""regularMarketChangePercent"":3.0265,""regularMarketPreviousClose"":1348.1}]}}",2026-04-28T03:45:00+00:00,yahoo_finance,2026-04-28T03:45:00+00:00,RELIANCE.NS,https://query1.finance.yahoo.com/v8/finance/chart/RELIANCE.NS?interval=1d&range=1mo&includePrePost=false&events=div%2Csplits,1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,2026-04-28,2026-04-29T00:46:54.344+00:00,41027699
8.45,0.6295,2026-04-29T00:46:01.421+00:00,INR,1356.8,1337.2,6d356069-ef38-4c20-b28d-d089208e23bc,2026-04-29T00:46:00.656+00:00,18276500000000,CLOSED,1343.6,1342.3,1350.75,7a6f28b0-ecdf-446a-83c7-b0a6acb220f8,"{""quoteResponse"":{""error"":null,""result"":[{""symbol"":""RELIANCE.NS"",""currency"":""INR"",""longName"":""Reliance Industries"",""marketCap"":18276500000000,""shortName"":""Reliance"",""marketState"":""CLOSED"",""exchangeName"":""NSI"",""regularMarketOpen"":1343.6,""regularMarketTime"":1777370400,""regularMarketPrice"":1350.75,""regularMarketChange"":8.45,""regularMarketDayLow"":1337.2,""regularMarketVolume"":5320000,""regularMarketDayHigh"":1356.8,""regularMarketChangePercent"":0.6295,""regularMarketPreviousClose"":1342.3}]}}",2026-04-28T10:00:00+00:00,yahoo_finance,2026-04-28T10:00:00+00:00,RELIANCE.NS,https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false,1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,2026-04-28,2026-04-29T00:46:01.421+00:00,5320000
