affected_table,completed_at,created_at,error_message,fill_percentage,id,job_id,job_item_id,mapped_fields_count,message,metadata,missing_fields_count,module_name,rows_fetched,rows_inserted,rows_skipped,rows_updated,started_at,status,step_name,stock_id,updated_at,yahoo_symbol
stock_import_reconciliation,2026-04-29T00:46:41.59+00:00,2026-04-29T00:46:41.59+00:00,,100,6cd92aea-cf06-4d2a-a24f-cff5a1a2425c,2ee8eb0c-4ae6-4079-bd22-045059e93e40,e47e05af-9557-4090-8c32-e7edcedf502c,2555,Reconciled Yahoo historical rows against stock_price_history for RELIANCE.,"{""rawImportId"":""4cb10bcb-dbe3-40a8-b6ad-844bc7fa1883"",""rawRecordsCount"":365,""reconciliationStatus"":""completed"",""normalizedRecordsCount"":365}",0,historical_prices,365,0,0,365,2026-04-29T00:46:41.59+00:00,completed,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:41.59+00:00,RELIANCE.NS
stock_cash_flow,2026-04-29T00:47:31.427+00:00,2026-04-29T00:47:31.428+00:00,"Invalid Crumb Browser-auth fallback also failed: Yahoo browser-auth fallback could not obtain a crumb for ""RELIANCE.NS"" (status 429).",0,6cfbfa1e-61c7-4eb4-ae0d-2f46c3f7c058,5499d952-89c8-4fad-a98c-50ca9e78af5d,5881ec58-c667-4c2c-9056-c302072c105e,11,cash flow annual was unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",11,cash_flow_annual,0,0,1,0,2026-04-29T00:47:31.427+00:00,warning,import_failed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:47:31.428+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-28T18:03:27.033+00:00,2026-04-28T18:03:27.986+00:00,,,6d5b460d-e09d-454e-b209-77ad24824d46,d3195b44-b50e-4156-8384-7ec472dd3ce2,,0,Saved raw Yahoo historical payload for RELIANCE.,"{""period"":""max"",""interval"":""1d"",""sourceUrl"":""https://query1.finance.yahoo.com/v8/finance/chart/RELIANCE.NS?interval=1d&range=max&includePrePost=false&events=div%2Csplits"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""2c58ef03-f417-4c7c-bc76-5f6882a635de"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""sourceBucket"":""historical_prices"",""responseStatus"":200,""sourceRecordedAt"":""2026-04-28T18:03:27.033+00:00""}",0,historical_prices,365,0,0,0,2026-04-28T18:03:27.033+00:00,completed,raw_saved,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:03:27.986+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T18:06:10.413+00:00,2026-04-28T18:06:10.414+00:00,,0,6ec406fd-026e-4986-b6b2-da0b52b7b5f7,b5566018-8d93-49b8-9428-867776813868,db00deca-5db1-43d9-ab9a-53d4938e83e7,14,Marked income statement annual coverage unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",14,income_statement_annual,0,0,1,0,2026-04-28T18:06:10.413+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:06:10.414+00:00,RELIANCE.NS
stock_valuation_metrics,2026-04-28T17:49:03.23+00:00,2026-04-28T17:49:03.231+00:00,,100,70ca5c98-4b56-44a7-9f0c-6ae3da3d57ee,1f72339f-da02-4230-9133-ba72ee62c4fb,02e45f8d-7a74-424b-8513-2e2c2c537260,11,Normalized valuation metrics for RELIANCE.,"{""tradeDate"":""2026-04-28"",""rawImportId"":""5428dc46-46de-4df1-a186-ee846f805607""}",0,valuation_metrics,1,1,0,0,2026-04-28T17:49:02.403+00:00,completed,normalization_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:03.231+00:00,RELIANCE.NS
stock_cash_flow,2026-04-28T18:06:15.571+00:00,2026-04-28T18:06:15.572+00:00,"Invalid Crumb Browser-auth fallback also failed: Yahoo browser-auth fallback could not obtain a crumb for ""RELIANCE.NS"" (status 429).",0,7168d5ce-70f1-42f9-8c48-298a48bdede5,b5566018-8d93-49b8-9428-867776813868,74d3779c-8f54-4ca7-812f-e418abb8ec7a,11,cash flow annual was unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",11,cash_flow_annual,0,0,1,0,2026-04-28T18:06:15.571+00:00,warning,import_failed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:06:15.572+00:00,RELIANCE.NS
raw_yahoo_imports,,2026-04-28T18:05:22.28+00:00,,,717d2f4e-844a-4714-bb35-818fc5460441,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,,0,Fetching latest Yahoo market snapshot for RELIANCE.,{},0,latest_market_snapshot,0,0,0,0,2026-04-28T18:05:22.279+00:00,running,fetch_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:05:22.28+00:00,RELIANCE.NS
stock_income_statement,2026-04-28T18:06:09.944+00:00,2026-04-28T18:06:09.945+00:00,"Invalid Crumb Browser-auth fallback also failed: Yahoo browser-auth fallback could not obtain a crumb for ""RELIANCE.NS"" (status 429).",0,72ca0864-4013-457b-9196-131d42408890,b5566018-8d93-49b8-9428-867776813868,db00deca-5db1-43d9-ab9a-53d4938e83e7,14,income statement annual was unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",14,income_statement_annual,0,0,1,0,2026-04-28T18:06:09.944+00:00,warning,import_failed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:06:09.945+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T18:05:37.059+00:00,2026-04-28T18:05:37.06+00:00,,90.91,75d9eeb0-4e2b-4181-8e2c-128c89cb01d7,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,927c24d2-f92c-4c3b-a81b-13663de651c0,11,Reconciled latest Yahoo snapshot against stock_market_snapshot for RELIANCE.,"{""rawImportId"":""590002ad-1c3f-4dcc-8e3f-8c0a399e32ce"",""fallbackStrategy"":""chart_history"",""reconciliationStatus"":""completed_with_warnings""}",1,latest_market_snapshot,1,1,0,0,2026-04-28T18:05:37.059+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:05:37.06+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-28T17:48:58.92+00:00,2026-04-28T17:48:59.357+00:00,,,77872e5c-b75f-43f6-bfa1-717346acdabe,1f72339f-da02-4230-9133-ba72ee62c4fb,,0,Saved raw Yahoo market snapshot payload for RELIANCE.,"{""sourceUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""27ff3d86-94b4-4190-a3bf-84c47e71c0e7"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""sourceBucket"":""quote_latest"",""sourceRecordedAt"":""2026-04-28T17:48:58.92+00:00""}",0,latest_market_snapshot,1,0,0,0,2026-04-28T17:48:58.92+00:00,completed,raw_saved,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:48:59.357+00:00,RELIANCE.NS
stock_import_coverage,2026-04-29T00:46:13.02+00:00,2026-04-29T00:46:13.02+00:00,,100,781bb5d7-3235-4599-93ff-49c56e9ad248,0df088ad-d43d-415c-a4ca-d71696c1855d,dc6b310d-b18f-4b87-8e80-a019a4f13481,26,Updated balance sheet annual coverage for RELIANCE.,"{""bucketKey"":""balance_sheet_annual"",""rawImportId"":""8a13a0e6-a16f-4866-af67-abd7bd1b528e""}",0,balance_sheet_annual,2,2,0,0,2026-04-29T00:46:13.02+00:00,completed,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:13.02+00:00,RELIANCE.NS
stock_import_coverage,2026-04-29T00:46:14.184+00:00,2026-04-29T00:46:14.184+00:00,,96.15,7b424e40-cdde-40f1-880a-c164ee6ba90c,0df088ad-d43d-415c-a4ca-d71696c1855d,8745cb17-0158-4ff8-81da-ac98b4b213c6,26,Updated balance sheet quarterly coverage for RELIANCE.,"{""bucketKey"":""balance_sheet_quarterly"",""rawImportId"":""8a13a0e6-a16f-4866-af67-abd7bd1b528e""}",1,balance_sheet_quarterly,2,2,0,0,2026-04-29T00:46:14.184+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:14.184+00:00,RELIANCE.NS
stock_income_statement,,2026-04-28T17:46:06.046+00:00,,,7bc81d34-07e6-4a5d-955b-537d81873bfc,9f7616df-ad7c-4eb6-b1e3-3434712e6a42,,0,Normalizing Yahoo financial statement buckets for RELIANCE.,"{""rawImportId"":""0d361d85-e8b1-472a-91dc-c031289d2f44""}",0,financial_statements,1,0,0,0,2026-04-28T17:46:06.045+00:00,running,normalization_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:46:06.046+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T17:46:14.191+00:00,2026-04-28T17:46:14.192+00:00,,95.45,7bf4ff54-54d0-436e-ad00-c7f8d00753a9,9f7616df-ad7c-4eb6-b1e3-3434712e6a42,81415399-de84-4258-a0d5-c9f100131c59,22,Reconciled cash flow quarterly against stock_cash_flow for RELIANCE.,"{""rawImportId"":""0d361d85-e8b1-472a-91dc-c031289d2f44"",""targetTable"":""stock_cash_flow"",""reconciliationStatus"":""completed_with_warnings""}",1,cash_flow_quarterly,2,2,0,0,2026-04-28T17:46:14.191+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:46:14.192+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T17:46:10.122+00:00,2026-04-28T17:46:10.123+00:00,,100,7d2e6662-28e1-4011-9ee8-9df7eb8bffb2,9f7616df-ad7c-4eb6-b1e3-3434712e6a42,b20df4f5-a4e0-4014-a265-9c4149499dda,26,Updated balance sheet annual coverage for RELIANCE.,"{""bucketKey"":""balance_sheet_annual"",""rawImportId"":""0d361d85-e8b1-472a-91dc-c031289d2f44""}",0,balance_sheet_annual,2,2,0,0,2026-04-28T17:46:10.122+00:00,completed,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:46:10.123+00:00,RELIANCE.NS
stock_import_coverage,2026-04-29T00:47:10.042+00:00,2026-04-29T00:47:10.042+00:00,,0,7fc08efe-17a0-4e9b-938a-0a56b8ab80ad,8305be7e-8b0c-420b-b25e-2784e0d44b42,c9084ba5-7288-49b6-acfe-65b2d53f7381,10,Marked share statistics coverage unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",10,share_statistics,0,0,1,0,2026-04-29T00:47:10.042+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:47:10.042+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-29T00:47:31.044+00:00,2026-04-29T00:47:31.044+00:00,,0,7febe584-2bb3-416a-b0e7-c0e0eac2aa7c,5499d952-89c8-4fad-a98c-50ca9e78af5d,b200de6f-3a26-473f-89a3-8ee409bb8949,13,Recorded unavailable reconciliation state for balance sheet quarterly.,"{""rawImportId"":null,""unavailable"":true,""reconciliationStatus"":""no_data""}",13,balance_sheet_quarterly,0,0,1,0,2026-04-29T00:47:31.044+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:47:31.044+00:00,RELIANCE.NS
stock_import_coverage,2026-04-29T00:47:30.644+00:00,2026-04-29T00:47:30.644+00:00,,0,7ffde4ea-7b45-4e1b-a5b2-1d8899bfa03c,5499d952-89c8-4fad-a98c-50ca9e78af5d,b200de6f-3a26-473f-89a3-8ee409bb8949,13,Marked balance sheet quarterly coverage unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",13,balance_sheet_quarterly,0,0,1,0,2026-04-29T00:47:30.644+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:47:30.644+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T17:49:00.677+00:00,2026-04-28T17:49:00.678+00:00,,100,80214585-3dbf-4db6-a061-ce619695afbe,1f72339f-da02-4230-9133-ba72ee62c4fb,72d808e8-442f-4dec-88a9-2fc55baa3579,11,Updated latest market snapshot coverage for RELIANCE.,"{""bucketKey"":""latest_market_snapshot"",""rawImportId"":""27ff3d86-94b4-4190-a3bf-84c47e71c0e7""}",0,latest_market_snapshot,1,1,0,0,2026-04-28T17:49:00.677+00:00,completed,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:00.678+00:00,RELIANCE.NS
raw_yahoo_imports,,2026-04-29T00:46:42.543+00:00,,,8025469f-1932-49cb-8430-33c77316bf0b,8305be7e-8b0c-420b-b25e-2784e0d44b42,,0,Fetching latest Yahoo market snapshot for RELIANCE.,{},0,latest_market_snapshot,0,0,0,0,2026-04-29T00:46:42.543+00:00,running,fetch_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:42.543+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T17:49:17.087+00:00,2026-04-28T17:49:17.087+00:00,,95.45,82a2f858-60ee-48b6-8761-ec0fbc19f527,df380c4b-5968-4bba-a1b7-6409ba066627,0c224d2c-09da-47fc-be2d-2d9893797ae6,22,Reconciled cash flow quarterly against stock_cash_flow for RELIANCE.,"{""rawImportId"":""9b5aff5d-d5e5-4f63-aa19-5bfa20db2317"",""targetTable"":""stock_cash_flow"",""reconciliationStatus"":""completed_with_warnings""}",1,cash_flow_quarterly,2,2,0,0,2026-04-28T17:49:17.087+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:17.087+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T17:49:04.098+00:00,2026-04-28T17:49:04.098+00:00,,100,852bba34-f2cb-4c3d-936f-f6958242850e,1f72339f-da02-4230-9133-ba72ee62c4fb,02e45f8d-7a74-424b-8513-2e2c2c537260,11,Reconciled valuation metrics against stock_valuation_metrics for RELIANCE.,"{""rawImportId"":""5428dc46-46de-4df1-a186-ee846f805607"",""targetTable"":""stock_valuation_metrics"",""reconciliationStatus"":""completed""}",0,valuation_metrics,1,1,0,0,2026-04-28T17:49:04.098+00:00,completed,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:04.098+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T17:49:06.237+00:00,2026-04-28T17:49:06.238+00:00,,92.31,860b765a-1a67-48fe-8e3a-ee937b8269f0,1f72339f-da02-4230-9133-ba72ee62c4fb,307368c2-2c40-47ba-874d-79c49827e2bf,13,Updated financial highlights coverage for RELIANCE.,"{""bucketKey"":""financial_highlights"",""rawImportId"":""5428dc46-46de-4df1-a186-ee846f805607""}",1,financial_highlights,1,1,0,0,2026-04-28T17:49:06.237+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:06.238+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-28T17:49:08.203+00:00,2026-04-28T17:49:08.682+00:00,,,876d6d44-7864-4b3c-8754-459caa5deb71,df380c4b-5968-4bba-a1b7-6409ba066627,,0,Saved raw Yahoo financial statement payload for RELIANCE.,"{""sourceUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""9b5aff5d-d5e5-4f63-aa19-5bfa20db2317"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""sourceBucket"":""financial_statements"",""sourceRecordedAt"":""2026-04-28T17:49:08.203+00:00""}",0,financial_statements,1,0,0,0,2026-04-28T17:49:08.203+00:00,completed,raw_saved,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:08.682+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T18:05:54.904+00:00,2026-04-28T18:05:54.905+00:00,,0,87d2173f-ec85-4c4d-a07c-1220a9918df5,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,e83df99b-665e-41be-b3fc-a5a33c2a826e,13,Recorded unavailable reconciliation state for financial highlights.,"{""rawImportId"":null,""unavailable"":true,""reconciliationStatus"":""no_data""}",13,financial_highlights,0,0,1,0,2026-04-28T18:05:54.904+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:05:54.905+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T18:05:54.406+00:00,2026-04-28T18:05:54.407+00:00,,0,8816345c-ed67-494f-8c58-3377ba6dd336,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,e83df99b-665e-41be-b3fc-a5a33c2a826e,13,Marked financial highlights coverage unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",13,financial_highlights,0,0,1,0,2026-04-28T18:05:54.406+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:05:54.407+00:00,RELIANCE.NS
stock_import_coverage,2026-04-29T00:47:31.803+00:00,2026-04-29T00:47:31.803+00:00,,0,89403199-b0ca-4267-84de-9cb1a9838ccd,5499d952-89c8-4fad-a98c-50ca9e78af5d,5881ec58-c667-4c2c-9056-c302072c105e,11,Marked cash flow annual coverage unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",11,cash_flow_annual,0,0,1,0,2026-04-29T00:47:31.803+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:47:31.803+00:00,RELIANCE.NS
stock_income_statement,2026-04-28T17:46:07.161+00:00,2026-04-28T17:46:07.162+00:00,,100,89739880-8275-4f22-ba99-36734196d36b,9f7616df-ad7c-4eb6-b1e3-3434712e6a42,c70d63bf-607a-40d9-95d7-4268a1a1de6f,28,Normalized income statement annual for RELIANCE.,"{""periodType"":""annual"",""rawImportId"":""0d361d85-e8b1-472a-91dc-c031289d2f44"",""latestFiscalDate"":""2025-03-31""}",0,income_statement_annual,2,2,0,0,2026-04-28T17:46:06.045+00:00,completed,normalization_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:46:07.162+00:00,RELIANCE.NS
stock_balance_sheet,2026-04-28T18:06:14.127+00:00,2026-04-28T18:06:14.128+00:00,"Invalid Crumb Browser-auth fallback also failed: Yahoo browser-auth fallback could not obtain a crumb for ""RELIANCE.NS"" (status 429).",0,8a65f92e-ef7b-4620-b854-65a3d7023433,b5566018-8d93-49b8-9428-867776813868,cd5b306e-f4b9-467c-a9e3-d02377dcb397,13,balance sheet quarterly was unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",13,balance_sheet_quarterly,0,0,1,0,2026-04-28T18:06:14.127+00:00,warning,import_failed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:06:14.128+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T18:03:44.949+00:00,2026-04-28T18:03:44.95+00:00,,100,8cd8118c-e2c9-488c-9b82-e345cb5ad32d,2b7a1957-2e52-4b32-abc2-035d01ff834b,c803dfdf-b088-4a39-8f62-8b0011957428,0,Updated historical coverage for RELIANCE.,"{""rawImportId"":""bbaa8481-19dc-4e6a-b830-b02e97d1270f"",""coverageNotes"":""Imported Yahoo daily history for RELIANCE. Inserted 0, updated 365, skipped 0. Latest available date: 2026-04-28."",""coverageStatus"":""current""}",0,historical_prices,365,0,0,365,2026-04-28T18:03:44.949+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:03:44.95+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T17:46:01.427+00:00,2026-04-28T17:46:01.427+00:00,,100,8d20196d-1b75-45ce-9c4c-2ce4dc608dc0,a80d4397-c30c-4077-9a9d-a11f808b5e8d,d1441cff-0da1-4871-b7a1-f477718f51c6,11,Reconciled valuation metrics against stock_valuation_metrics for RELIANCE.,"{""rawImportId"":""6dc5ffb4-b5cd-47d2-a393-bd644bcb118c"",""targetTable"":""stock_valuation_metrics"",""reconciliationStatus"":""completed""}",0,valuation_metrics,1,1,0,0,2026-04-28T17:46:01.427+00:00,completed,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:46:01.427+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-29T00:45:57.133+00:00,2026-04-29T00:45:57.133+00:00,,,8db65948-a8c4-402e-bfad-8388ce951276,f3b587e4-f531-48dc-b65c-dc5c6d37413c,,0,Fetched 10 Yahoo historical rows for RELIANCE.,"{""period"":""max"",""interval"":""1d"",""sourceUrl"":""https://query1.finance.yahoo.com/v8/finance/chart/RELIANCE.NS?interval=1d&range=max&includePrePost=false&events=div%2Csplits"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""28cc4f25-1122-439f-a810-602d15d89d6e"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""responseStatus"":200,""sourceRecordedAt"":""2026-04-29T00:45:56.929+00:00""}",0,historical_prices,10,0,0,0,2026-04-29T00:45:56.481+00:00,completed,fetch_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:45:57.133+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T18:06:14.609+00:00,2026-04-28T18:06:14.609+00:00,,0,8e16a996-9089-4dd5-8b62-7b9f456249f1,b5566018-8d93-49b8-9428-867776813868,cd5b306e-f4b9-467c-a9e3-d02377dcb397,13,Marked balance sheet quarterly coverage unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",13,balance_sheet_quarterly,0,0,1,0,2026-04-28T18:06:14.609+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:06:14.609+00:00,RELIANCE.NS
stock_price_history,,2026-04-28T18:03:42.703+00:00,,,8e4b7edc-09d8-4f2f-b572-21065936396c,2b7a1957-2e52-4b32-abc2-035d01ff834b,,0,Normalizing Yahoo historical rows into stock_price_history for RELIANCE.,"{""rawImportId"":""bbaa8481-19dc-4e6a-b830-b02e97d1270f"",""duplicateMode"":""replace_matching_dates""}",0,historical_prices,365,0,0,0,2026-04-28T18:03:42.703+00:00,running,normalization_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:03:42.703+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-29T00:46:08.928+00:00,2026-04-29T00:46:09.324+00:00,,,8e5c51d7-a99d-4a6e-97f0-ae824505a86b,0df088ad-d43d-415c-a4ca-d71696c1855d,,0,Saved raw Yahoo financial statement payload for RELIANCE.,"{""sourceUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""8a13a0e6-a16f-4866-af67-abd7bd1b528e"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""sourceBucket"":""financial_statements"",""sourceRecordedAt"":""2026-04-29T00:46:08.928+00:00""}",0,financial_statements,1,0,0,0,2026-04-29T00:46:08.928+00:00,completed,raw_saved,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:09.324+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T17:48:57.001+00:00,2026-04-28T17:48:57.001+00:00,,100,8ee2cd50-8df4-4490-a3e4-40cc13edf40d,c9a2b4a0-a385-46e2-a8d4-8bce72d62967,f2d50dd7-7ed5-46e9-b68c-da47311bab29,0,Updated historical coverage for RELIANCE.,"{""rawImportId"":""d26262ce-dd0d-4bf7-a53a-5bce0c4d47d1"",""coverageNotes"":""Imported Yahoo daily history for RELIANCE. Inserted 0, updated 10, skipped 0. Latest available date: 2026-04-28."",""coverageStatus"":""current""}",0,historical_prices,10,0,0,10,2026-04-28T17:48:57.001+00:00,completed,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:48:57.001+00:00,RELIANCE.NS
stock_share_statistics,2026-04-29T00:46:05.616+00:00,2026-04-29T00:46:05.616+00:00,,80,905e80eb-30d7-4960-8657-1ec86b59c2f0,d3dde28e-92e3-4af6-ad50-f317725a08b3,a1ff3acd-9051-43d3-9eff-f2a04e5b9bf4,10,Normalized share statistics for RELIANCE.,"{""tradeDate"":""2026-04-28"",""rawImportId"":""e8e84b93-404c-4e6d-a178-69262ed05965""}",2,share_statistics,1,1,0,0,2026-04-29T00:46:03.742+00:00,warning,normalization_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:05.616+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-29T00:46:00.848+00:00,2026-04-29T00:46:00.848+00:00,,,90ee86b2-3dee-406b-bfdb-896abadad619,d3dde28e-92e3-4af6-ad50-f317725a08b3,,0,Fetched latest Yahoo market snapshot for RELIANCE.,"{""sourceUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""7a6f28b0-ecdf-446a-83c7-b0a6acb220f8"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""responseStatus"":200,""fallbackStrategy"":null,""sourceRecordedAt"":""2026-04-29T00:46:00.656+00:00""}",0,latest_market_snapshot,1,0,0,0,2026-04-29T00:46:00.264+00:00,completed,fetch_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:00.848+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T17:49:14.502+00:00,2026-04-28T17:49:14.502+00:00,,96.15,9196b6d4-c336-4c59-a3c0-e14ab6a282ef,df380c4b-5968-4bba-a1b7-6409ba066627,55154b19-365e-447f-8caf-9a82f592aee4,26,Reconciled balance sheet quarterly against stock_balance_sheet for RELIANCE.,"{""rawImportId"":""9b5aff5d-d5e5-4f63-aa19-5bfa20db2317"",""targetTable"":""stock_balance_sheet"",""reconciliationStatus"":""completed_with_warnings""}",1,balance_sheet_quarterly,2,2,0,0,2026-04-28T17:49:14.502+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:14.502+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T18:05:53.487+00:00,2026-04-28T18:05:53.488+00:00,,0,94fb2581-1969-4301-88f9-033628175eba,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,96a86539-6464-4768-a5f4-15653794d434,10,Recorded unavailable reconciliation state for share statistics.,"{""rawImportId"":null,""unavailable"":true,""reconciliationStatus"":""no_data""}",10,share_statistics,0,0,1,0,2026-04-28T18:05:53.487+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:05:53.488+00:00,RELIANCE.NS
