affected_table,completed_at,created_at,error_message,fill_percentage,id,job_id,job_item_id,mapped_fields_count,message,metadata,missing_fields_count,module_name,rows_fetched,rows_inserted,rows_skipped,rows_updated,started_at,status,step_name,stock_id,updated_at,yahoo_symbol
stock_financial_highlights,2026-04-29T00:46:06.766+00:00,2026-04-29T00:46:06.767+00:00,,92.31,950a2782-da25-4149-bc05-0861fd97a65d,d3dde28e-92e3-4af6-ad50-f317725a08b3,d17e38bc-3fbc-4c66-aba7-74c1f47ccfb1,13,Normalized financial highlights for RELIANCE.,"{""tradeDate"":""2026-04-28"",""rawImportId"":""e8e84b93-404c-4e6d-a178-69262ed05965""}",1,financial_highlights,1,1,0,0,2026-04-29T00:46:03.742+00:00,warning,normalization_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:06.767+00:00,RELIANCE.NS
stock_market_snapshot,,2026-04-28T17:48:59.558+00:00,,,95c28763-2b31-4695-a525-993245e6424e,1f72339f-da02-4230-9133-ba72ee62c4fb,,0,Normalizing latest Yahoo snapshot into stock_market_snapshot for RELIANCE.,"{""rawImportId"":""27ff3d86-94b4-4190-a3bf-84c47e71c0e7""}",0,latest_market_snapshot,1,0,0,0,2026-04-28T17:48:59.557+00:00,running,normalization_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:48:59.558+00:00,RELIANCE.NS
stock_valuation_metrics,,2026-04-28T17:49:02.404+00:00,,,966a60c7-b27f-4b38-a1f4-b7afce568b93,1f72339f-da02-4230-9133-ba72ee62c4fb,,0,Normalizing Yahoo valuation/statistics buckets for RELIANCE.,"{""tradeDate"":""2026-04-28"",""rawImportId"":""5428dc46-46de-4df1-a186-ee846f805607""}",0,valuation_statistics,1,0,0,0,2026-04-28T17:49:02.403+00:00,running,normalization_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:02.404+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-28T17:49:01.969+00:00,2026-04-28T17:49:01.97+00:00,,,96710fcd-6ebc-4df3-8c88-a22ee9c0b277,1f72339f-da02-4230-9133-ba72ee62c4fb,,0,Fetched Yahoo valuation and key statistics for RELIANCE.,"{""modules"":[""summaryDetail"",""defaultKeyStatistics"",""financialData"",""price""],""sourceUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=summaryDetail%2CdefaultKeyStatistics%2CfinancialData%2Cprice&formatted=false&corsDomain=finance.yahoo.com"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""5428dc46-46de-4df1-a186-ee846f805607"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""responseStatus"":200,""sourceRecordedAt"":""2026-04-28T17:49:01.722+00:00""}",0,valuation_statistics,1,0,0,0,2026-04-28T17:49:01.304+00:00,completed,fetch_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:01.97+00:00,RELIANCE.NS
stock_balance_sheet,2026-04-29T00:46:12.645+00:00,2026-04-29T00:46:12.646+00:00,,100,979d19a7-f299-45ae-884f-f6b80d494597,0df088ad-d43d-415c-a4ca-d71696c1855d,dc6b310d-b18f-4b87-8e80-a019a4f13481,26,Normalized balance sheet annual for RELIANCE.,"{""periodType"":""annual"",""rawImportId"":""8a13a0e6-a16f-4866-af67-abd7bd1b528e"",""latestFiscalDate"":""2025-03-31""}",0,balance_sheet_annual,2,2,0,0,2026-04-29T00:46:09.512+00:00,completed,normalization_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:12.646+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-29T00:46:53.753+00:00,2026-04-29T00:46:53.754+00:00,,,9964a15b-7c8c-4581-ba5f-373e78643fa8,8305be7e-8b0c-420b-b25e-2784e0d44b42,,0,Fetched latest market snapshot for RELIANCE through Yahoo chart fallback.,"{""sourceUrl"":""https://query1.finance.yahoo.com/v8/finance/chart/RELIANCE.NS?interval=1d&range=1mo&includePrePost=false&events=div%2Csplits"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""9ca9daa1-e551-4be1-bd67-1ccbf071eeaa"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""responseStatus"":200,""fallbackStrategy"":""chart_history"",""sourceRecordedAt"":""2026-04-29T00:46:53.55+00:00""}",0,latest_market_snapshot,1,0,0,0,2026-04-29T00:46:42.543+00:00,completed,fetch_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:53.754+00:00,RELIANCE.NS
stock_price_history,2026-04-28T18:03:30.425+00:00,2026-04-28T18:03:30.426+00:00,,100,9a0fbeeb-8d6e-49cb-96bc-a5057939a83c,d3195b44-b50e-4156-8384-7ec472dd3ce2,5adb69ac-c8a7-4014-a704-8320f90bcd64,2555,Normalized Yahoo historical daily rows for RELIANCE.,"{""rawImportId"":""2c58ef03-f417-4c7c-bc76-5f6882a635de"",""duplicateMode"":""replace_matching_dates"",""lastAvailableDate"":""2026-04-28"",""firstAvailableDate"":""1996-01-01""}",0,historical_prices,365,0,0,365,2026-04-28T18:03:28.392+00:00,warning,normalization_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:03:30.426+00:00,RELIANCE.NS
stock_price_history,,2026-04-28T17:45:52.977+00:00,,,9a36f2e8-cab1-4fcc-a25b-31b93b70473b,cb0ccb9f-c095-431e-9344-1244e193f904,,0,Normalizing Yahoo historical rows into stock_price_history for RELIANCE.,"{""rawImportId"":""3367243b-5d34-4def-800a-786cdf30e03b"",""duplicateMode"":""replace_matching_dates""}",0,historical_prices,10,0,0,0,2026-04-28T17:45:52.977+00:00,running,normalization_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:45:52.977+00:00,RELIANCE.NS
stock_cash_flow,2026-04-28T17:49:14.925+00:00,2026-04-28T17:49:14.926+00:00,,100,9a841679-cf1e-4bfa-8251-9f734c283091,df380c4b-5968-4bba-a1b7-6409ba066627,f3c3d2aa-7a61-469e-bb62-c13d9b9d3879,22,Normalized cash flow annual for RELIANCE.,"{""periodType"":""annual"",""rawImportId"":""9b5aff5d-d5e5-4f63-aa19-5bfa20db2317"",""latestFiscalDate"":""2025-03-31""}",0,cash_flow_annual,2,2,0,0,2026-04-28T17:49:08.877+00:00,completed,normalization_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:14.926+00:00,RELIANCE.NS
stock_valuation_metrics,2026-04-29T00:47:08.419+00:00,2026-04-29T00:47:08.419+00:00,"Invalid Crumb Browser-auth fallback also failed: Yahoo browser-auth fallback could not obtain a crumb for ""RELIANCE.NS"" (status 429).",0,9aaecd80-6cef-4cc9-a2a8-22bcd238e5db,8305be7e-8b0c-420b-b25e-2784e0d44b42,150bec4b-826e-4079-b5eb-942c0a176599,11,valuation metrics was unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",11,valuation_metrics,0,0,1,0,2026-04-29T00:47:08.419+00:00,warning,import_failed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:47:08.419+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-28T18:05:34.683+00:00,2026-04-28T18:05:35.183+00:00,,,9ada2214-1102-4427-b796-129ee4072d7d,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,,0,Saved Yahoo chart fallback payload for RELIANCE snapshot normalization.,"{""sourceUrl"":""https://query1.finance.yahoo.com/v8/finance/chart/RELIANCE.NS?interval=1d&range=1mo&includePrePost=false&events=div%2Csplits"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""590002ad-1c3f-4dcc-8e3f-8c0a399e32ce"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""sourceBucket"":""historical_prices"",""fallbackStrategy"":""chart_history"",""sourceRecordedAt"":""2026-04-28T18:05:34.683+00:00""}",0,latest_market_snapshot,1,0,0,0,2026-04-28T18:05:34.683+00:00,completed,raw_saved,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:05:35.183+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-29T00:46:14.57+00:00,2026-04-29T00:46:14.57+00:00,,96.15,9aef3c85-b3ad-4a9c-83c2-beeee418fc92,0df088ad-d43d-415c-a4ca-d71696c1855d,8745cb17-0158-4ff8-81da-ac98b4b213c6,26,Reconciled balance sheet quarterly against stock_balance_sheet for RELIANCE.,"{""rawImportId"":""8a13a0e6-a16f-4866-af67-abd7bd1b528e"",""targetTable"":""stock_balance_sheet"",""reconciliationStatus"":""completed_with_warnings""}",1,balance_sheet_quarterly,2,2,0,0,2026-04-29T00:46:14.57+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:14.57+00:00,RELIANCE.NS
raw_yahoo_imports,,2026-04-28T17:49:01.304+00:00,,,9cd78fc7-43ed-401d-ba2b-ded96dd52aa4,1f72339f-da02-4230-9133-ba72ee62c4fb,,0,Fetching Yahoo valuation and key statistics for RELIANCE.,{},0,valuation_statistics,0,0,0,0,2026-04-28T17:49:01.304+00:00,running,fetch_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:01.304+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-29T00:46:06.373+00:00,2026-04-29T00:46:06.374+00:00,,80,9d28e2d2-5289-47b8-acfb-4761a41ff934,d3dde28e-92e3-4af6-ad50-f317725a08b3,a1ff3acd-9051-43d3-9eff-f2a04e5b9bf4,10,Reconciled share statistics against stock_share_statistics for RELIANCE.,"{""rawImportId"":""e8e84b93-404c-4e6d-a178-69262ed05965"",""targetTable"":""stock_share_statistics"",""reconciliationStatus"":""completed_with_warnings""}",2,share_statistics,1,1,0,0,2026-04-29T00:46:06.373+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:06.374+00:00,RELIANCE.NS
stock_income_statement,,2026-04-29T00:46:09.512+00:00,,,a0a48752-fc26-4d40-be5b-526064db2b0f,0df088ad-d43d-415c-a4ca-d71696c1855d,,0,Normalizing Yahoo financial statement buckets for RELIANCE.,"{""rawImportId"":""8a13a0e6-a16f-4866-af67-abd7bd1b528e""}",0,financial_statements,1,0,0,0,2026-04-29T00:46:09.512+00:00,running,normalization_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:09.512+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-28T17:45:52.326+00:00,2026-04-28T17:45:52.77+00:00,,,a1d40b34-727c-4b5d-85bc-77ece0a82a12,cb0ccb9f-c095-431e-9344-1244e193f904,,0,Saved raw Yahoo historical payload for RELIANCE.,"{""period"":""max"",""interval"":""1d"",""sourceUrl"":""https://query1.finance.yahoo.com/v8/finance/chart/RELIANCE.NS?interval=1d&range=max&includePrePost=false&events=div%2Csplits"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""3367243b-5d34-4def-800a-786cdf30e03b"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""sourceBucket"":""historical_prices"",""responseStatus"":200,""sourceRecordedAt"":""2026-04-28T17:45:52.326+00:00""}",0,historical_prices,10,0,0,0,2026-04-28T17:45:52.326+00:00,completed,raw_saved,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:45:52.77+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-28T17:45:56.547+00:00,2026-04-28T17:45:56.548+00:00,,,a211ff36-0614-4290-8d25-fa324dcb3d6b,a80d4397-c30c-4077-9a9d-a11f808b5e8d,,0,Fetched latest Yahoo market snapshot for RELIANCE.,"{""sourceUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""b87aeb8a-05f3-4225-81c8-cf58156aa66c"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""responseStatus"":200,""sourceRecordedAt"":""2026-04-28T17:45:56.341+00:00""}",0,latest_market_snapshot,1,0,0,0,2026-04-28T17:45:55.939+00:00,completed,fetch_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:45:56.548+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-29T00:46:11.007+00:00,2026-04-29T00:46:11.007+00:00,,100,a2c862ad-5450-43c0-8cd7-101b1ddf8a5f,0df088ad-d43d-415c-a4ca-d71696c1855d,cd1dab2d-1fd6-47e5-bf54-c2de42575a64,28,Reconciled income statement annual against stock_income_statement for RELIANCE.,"{""rawImportId"":""8a13a0e6-a16f-4866-af67-abd7bd1b528e"",""targetTable"":""stock_income_statement"",""reconciliationStatus"":""completed""}",0,income_statement_annual,2,2,0,0,2026-04-29T00:46:11.007+00:00,completed,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:11.007+00:00,RELIANCE.NS
stock_price_history,,2026-04-28T18:03:28.393+00:00,,,a46a59a2-b095-4808-a739-8bdef09b3620,d3195b44-b50e-4156-8384-7ec472dd3ce2,,0,Normalizing Yahoo historical rows into stock_price_history for RELIANCE.,"{""rawImportId"":""2c58ef03-f417-4c7c-bc76-5f6882a635de"",""duplicateMode"":""replace_matching_dates""}",0,historical_prices,365,0,0,0,2026-04-28T18:03:28.392+00:00,running,normalization_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:03:28.393+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T17:46:03.537+00:00,2026-04-28T17:46:03.537+00:00,,92.31,a65d0633-3b0a-4b01-a125-c576b5c870b5,a80d4397-c30c-4077-9a9d-a11f808b5e8d,1bb7cccd-766c-42d3-81e5-10d718c948ca,13,Updated financial highlights coverage for RELIANCE.,"{""bucketKey"":""financial_highlights"",""rawImportId"":""6dc5ffb4-b5cd-47d2-a393-bd644bcb118c""}",1,financial_highlights,1,1,0,0,2026-04-28T17:46:03.537+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:46:03.537+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T17:49:16.637+00:00,2026-04-28T17:49:16.637+00:00,,95.45,a6784274-05b2-4b69-ae98-4f9f9a0acd1f,df380c4b-5968-4bba-a1b7-6409ba066627,0c224d2c-09da-47fc-be2d-2d9893797ae6,22,Updated cash flow quarterly coverage for RELIANCE.,"{""bucketKey"":""cash_flow_quarterly"",""rawImportId"":""9b5aff5d-d5e5-4f63-aa19-5bfa20db2317""}",1,cash_flow_quarterly,2,2,0,0,2026-04-28T17:49:16.637+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:16.637+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-29T00:47:09.265+00:00,2026-04-29T00:47:09.266+00:00,,0,a6b031b6-fc11-4d7b-b50b-5e482fa2520e,8305be7e-8b0c-420b-b25e-2784e0d44b42,150bec4b-826e-4079-b5eb-942c0a176599,11,Recorded unavailable reconciliation state for valuation metrics.,"{""rawImportId"":null,""unavailable"":true,""reconciliationStatus"":""no_data""}",11,valuation_metrics,0,0,1,0,2026-04-29T00:47:09.265+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:47:09.266+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T17:49:10.604+00:00,2026-04-28T17:49:10.605+00:00,,100,a7b1d961-4fe2-4e5c-9ea1-1e317b632f5c,df380c4b-5968-4bba-a1b7-6409ba066627,d87eb9af-3d29-46ac-aaa4-8b10b91d2efe,28,Reconciled income statement annual against stock_income_statement for RELIANCE.,"{""rawImportId"":""9b5aff5d-d5e5-4f63-aa19-5bfa20db2317"",""targetTable"":""stock_income_statement"",""reconciliationStatus"":""completed""}",0,income_statement_annual,2,2,0,0,2026-04-28T17:49:10.604+00:00,completed,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:10.605+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-28T18:03:41.363+00:00,2026-04-28T18:03:42.347+00:00,,,a915b32b-ba79-4ab2-9023-45e73b058b80,2b7a1957-2e52-4b32-abc2-035d01ff834b,,0,Saved raw Yahoo historical payload for RELIANCE.,"{""period"":""max"",""interval"":""1d"",""sourceUrl"":""https://query1.finance.yahoo.com/v8/finance/chart/RELIANCE.NS?interval=1d&range=max&includePrePost=false&events=div%2Csplits"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""bbaa8481-19dc-4e6a-b830-b02e97d1270f"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""sourceBucket"":""historical_prices"",""responseStatus"":200,""sourceRecordedAt"":""2026-04-28T18:03:41.363+00:00""}",0,historical_prices,365,0,0,0,2026-04-28T18:03:41.363+00:00,completed,raw_saved,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:03:42.347+00:00,RELIANCE.NS
stock_price_history,2026-04-29T00:46:40.711+00:00,2026-04-29T00:46:40.711+00:00,,100,aa5d4f9e-153a-4f63-b738-02f2017175c5,2ee8eb0c-4ae6-4079-bd22-045059e93e40,e47e05af-9557-4090-8c32-e7edcedf502c,2555,Normalized Yahoo historical daily rows for RELIANCE.,"{""rawImportId"":""4cb10bcb-dbe3-40a8-b6ad-844bc7fa1883"",""duplicateMode"":""replace_matching_dates"",""lastAvailableDate"":""2026-04-28"",""firstAvailableDate"":""1996-01-01""}",0,historical_prices,365,0,0,365,2026-04-29T00:46:38.921+00:00,warning,normalization_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:40.711+00:00,RELIANCE.NS
stock_market_snapshot,,2026-04-29T00:46:01.235+00:00,,,aace0184-870b-490d-9f71-5efbdf30d0f6,d3dde28e-92e3-4af6-ad50-f317725a08b3,,0,Normalizing latest Yahoo snapshot into stock_market_snapshot for RELIANCE.,"{""rawImportId"":""7a6f28b0-ecdf-446a-83c7-b0a6acb220f8"",""fallbackStrategy"":null}",0,latest_market_snapshot,1,0,0,0,2026-04-29T00:46:01.235+00:00,running,normalization_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:01.235+00:00,RELIANCE.NS
stock_import_coverage,2026-04-29T00:46:07.219+00:00,2026-04-29T00:46:07.219+00:00,,92.31,aaf395bd-394c-4ab4-a86a-e156c1303980,d3dde28e-92e3-4af6-ad50-f317725a08b3,d17e38bc-3fbc-4c66-aba7-74c1f47ccfb1,13,Updated financial highlights coverage for RELIANCE.,"{""bucketKey"":""financial_highlights"",""rawImportId"":""e8e84b93-404c-4e6d-a178-69262ed05965""}",1,financial_highlights,1,1,0,0,2026-04-29T00:46:07.219+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:07.219+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T18:06:16.469+00:00,2026-04-28T18:06:16.469+00:00,,0,acb8652a-605f-4451-bdbf-ba934a79561c,b5566018-8d93-49b8-9428-867776813868,74d3779c-8f54-4ca7-812f-e418abb8ec7a,11,Recorded unavailable reconciliation state for cash flow annual.,"{""rawImportId"":null,""unavailable"":true,""reconciliationStatus"":""no_data""}",11,cash_flow_annual,0,0,1,0,2026-04-28T18:06:16.469+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:06:16.469+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T17:45:58.451+00:00,2026-04-28T17:45:58.452+00:00,,100,acec569d-1af7-4717-a95a-8113acabfcff,a80d4397-c30c-4077-9a9d-a11f808b5e8d,9e32c229-a1b8-4fa6-a841-bf40c8ad9ba7,11,Reconciled latest Yahoo snapshot against stock_market_snapshot for RELIANCE.,"{""rawImportId"":""b87aeb8a-05f3-4225-81c8-cf58156aa66c"",""reconciliationStatus"":""completed""}",0,latest_market_snapshot,1,1,0,0,2026-04-28T17:45:58.451+00:00,completed,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:45:58.452+00:00,RELIANCE.NS
raw_yahoo_imports,2026-04-28T18:05:34.932+00:00,2026-04-28T18:05:34.932+00:00,,,ae076354-a5e5-4df0-9fea-058d0baeaf03,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,,0,Fetched latest market snapshot for RELIANCE through Yahoo chart fallback.,"{""sourceUrl"":""https://query1.finance.yahoo.com/v8/finance/chart/RELIANCE.NS?interval=1d&range=1mo&includePrePost=false&events=div%2Csplits"",""stockSlug"":""reliance-industries"",""sourceName"":""yahoo_finance"",""rawImportId"":""590002ad-1c3f-4dcc-8e3f-8c0a399e32ce"",""stockSymbol"":""RELIANCE"",""yahooSymbol"":""RELIANCE.NS"",""responseStatus"":200,""fallbackStrategy"":""chart_history"",""sourceRecordedAt"":""2026-04-28T18:05:34.683+00:00""}",0,latest_market_snapshot,1,0,0,0,2026-04-28T18:05:22.279+00:00,completed,fetch_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:05:34.932+00:00,RELIANCE.NS
stock_price_history,,2026-04-28T17:48:55.34+00:00,,,ae5ec1c5-512c-490a-83f8-28f5e09419d9,c9a2b4a0-a385-46e2-a8d4-8bce72d62967,,0,Normalizing Yahoo historical rows into stock_price_history for RELIANCE.,"{""rawImportId"":""d26262ce-dd0d-4bf7-a53a-5bce0c4d47d1"",""duplicateMode"":""replace_matching_dates""}",0,historical_prices,10,0,0,0,2026-04-28T17:48:55.34+00:00,running,normalization_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:48:55.34+00:00,RELIANCE.NS
stock_financial_highlights,2026-04-28T18:05:53.938+00:00,2026-04-28T18:05:53.938+00:00,"Invalid Crumb Browser-auth fallback also failed: Yahoo browser-auth fallback could not obtain a crumb for ""RELIANCE.NS"" (status 429).",0,b01db0f8-9d28-44e0-962e-4b8694a1d49d,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,e83df99b-665e-41be-b3fc-a5a33c2a826e,13,financial highlights was unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",13,financial_highlights,0,0,1,0,2026-04-28T18:05:53.938+00:00,warning,import_failed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:05:53.938+00:00,RELIANCE.NS
stock_import_reconciliation,2026-04-28T18:05:52.178+00:00,2026-04-28T18:05:52.178+00:00,,0,b3859fde-9814-4114-9bb6-a6f04df69590,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,b53b76cb-6acd-4cb3-b06b-c63bebdc22a7,11,Recorded unavailable reconciliation state for valuation metrics.,"{""rawImportId"":null,""unavailable"":true,""reconciliationStatus"":""no_data""}",11,valuation_metrics,0,0,1,0,2026-04-28T18:05:52.178+00:00,warning,reconciliation_completed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:05:52.178+00:00,RELIANCE.NS
stock_price_history,,2026-04-29T00:45:57.525+00:00,,,b89301cf-f131-4a67-9d72-6fef257ffaad,f3b587e4-f531-48dc-b65c-dc5c6d37413c,,0,Normalizing Yahoo historical rows into stock_price_history for RELIANCE.,"{""rawImportId"":""28cc4f25-1122-439f-a810-602d15d89d6e"",""duplicateMode"":""replace_matching_dates""}",0,historical_prices,10,0,0,0,2026-04-29T00:45:57.525+00:00,running,normalization_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:45:57.525+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T17:49:12.757+00:00,2026-04-28T17:49:12.757+00:00,,100,b9bdb1c5-0765-4eed-bf27-8cd4436494b1,df380c4b-5968-4bba-a1b7-6409ba066627,d46df99d-b12a-4cfd-9bee-5cd5a2ad5cd1,26,Updated balance sheet annual coverage for RELIANCE.,"{""bucketKey"":""balance_sheet_annual"",""rawImportId"":""9b5aff5d-d5e5-4f63-aa19-5bfa20db2317""}",0,balance_sheet_annual,2,2,0,0,2026-04-28T17:49:12.757+00:00,completed,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:12.757+00:00,RELIANCE.NS
raw_yahoo_imports,,2026-04-28T17:48:58.494+00:00,,,ba853c6e-4a2d-415a-beb3-0dfd5ced3878,1f72339f-da02-4230-9133-ba72ee62c4fb,,0,Fetching latest Yahoo market snapshot for RELIANCE.,{},0,latest_market_snapshot,0,0,0,0,2026-04-28T17:48:58.494+00:00,running,fetch_started,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:48:58.494+00:00,RELIANCE.NS
stock_balance_sheet,2026-04-28T18:06:12.641+00:00,2026-04-28T18:06:12.642+00:00,"Invalid Crumb Browser-auth fallback also failed: Yahoo browser-auth fallback could not obtain a crumb for ""RELIANCE.NS"" (status 429).",0,bb9c7441-43b6-4b38-b19a-07ac78b56550,b5566018-8d93-49b8-9428-867776813868,ab136aab-80d0-4514-a32c-e857e9f99334,13,balance sheet annual was unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true}",13,balance_sheet_annual,0,0,1,0,2026-04-28T18:06:12.641+00:00,warning,import_failed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T18:06:12.642+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T17:49:04.943+00:00,2026-04-28T17:49:04.943+00:00,,80,bbf90195-29ab-4e72-aa81-b3912cda7a9a,1f72339f-da02-4230-9133-ba72ee62c4fb,384c8273-462f-4bb5-a3ee-6a7764725f36,10,Updated share statistics coverage for RELIANCE.,"{""bucketKey"":""share_statistics"",""rawImportId"":""5428dc46-46de-4df1-a186-ee846f805607""}",2,share_statistics,1,1,0,0,2026-04-28T17:49:04.943+00:00,warning,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:49:04.943+00:00,RELIANCE.NS
stock_import_coverage,2026-04-28T17:46:07.553+00:00,2026-04-28T17:46:07.553+00:00,,100,bcfb09b3-a176-40e6-9d0c-eba6d96d3143,9f7616df-ad7c-4eb6-b1e3-3434712e6a42,c70d63bf-607a-40d9-95d7-4268a1a1de6f,28,Updated income statement annual coverage for RELIANCE.,"{""bucketKey"":""income_statement_annual"",""rawImportId"":""0d361d85-e8b1-472a-91dc-c031289d2f44""}",0,income_statement_annual,2,2,0,0,2026-04-28T17:46:07.553+00:00,completed,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-28T17:46:07.553+00:00,RELIANCE.NS
stock_import_coverage,2026-04-29T00:46:15.333+00:00,2026-04-29T00:46:15.334+00:00,,100,bdf4e098-c4ec-45d9-a075-2e5c327f0850,0df088ad-d43d-415c-a4ca-d71696c1855d,6b1c539d-969d-4c98-ae3f-2d488150b890,22,Updated cash flow annual coverage for RELIANCE.,"{""bucketKey"":""cash_flow_annual"",""rawImportId"":""8a13a0e6-a16f-4866-af67-abd7bd1b528e""}",0,cash_flow_annual,2,2,0,0,2026-04-29T00:46:15.333+00:00,completed,coverage_updated,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:46:15.334+00:00,RELIANCE.NS
stock_import_errors,2026-04-29T00:47:26.153+00:00,2026-04-29T00:47:26.153+00:00,"Invalid Crumb Browser-auth fallback also failed: Yahoo browser-auth fallback could not obtain a crumb for ""RELIANCE.NS"" (status 429).",,be58334e-3cb9-4b3c-86c4-39fa843992af,5499d952-89c8-4fad-a98c-50ca9e78af5d,,0,Yahoo financial statements are currently unavailable for RELIANCE.,"{""rawImportId"":null,""unavailable"":true,""retryRecommendation"":""Retry only the financial_statements module later.""}",0,financial_statements,0,0,0,0,2026-04-29T00:47:26.153+00:00,warning,import_failed,1e0fab79-e038-4b74-a135-af61999090cd,2026-04-29T00:47:26.153+00:00,RELIANCE.NS
