asset_slug,benchmark_slug,created_at,id,last_synced_at,last_synced_date,metadata,scheme_code,source_type,source_url,symbol,sync_status,timeframe,updated_at
reliance-industries,,2026-04-28T07:53:49.787857+00:00,9e8e9c98-c713-40b5-a941-d88bd9fd6c1a,2026-04-28T10:10:16.18+00:00,2026-05-01,"{""importType"":""stock_ohlcv"",""retry_count"":0,""sourceLabel"":""google_sheet_stock_ohlcv"",""lastSyncedAt"":""2026-04-28T10:10:16.180Z"",""original_url"":""https://docs.google.com/spreadsheets/d/1B3w34RAM7v0q4H-WIY6bInptVE_RAReQ53k2ZPyQV2Y/edit?usp=sharing"",""duplicateMode"":""replace_matching_dates"",""executionMode"":""import_valid_rows"",""last_batch_id"":""c4783dd8-df19-4cac-875c-16b09fb371f0"",""next_retry_at"":null,""source_health"":""no_new_rows"",""column_mapping"":{""low"":""low"",""date"":""date"",""high"":""high"",""open"":""open"",""close"":""close"",""symbol"":""symbol"",""volume"":""volume""},""lastSyncedDate"":""2026-05-01"",""mapping_method"":""exact_symbol"",""normalized_url"":""https://docs.google.com/spreadsheets/d/1B3w34RAM7v0q4H-WIY6bInptVE_RAReQ53k2ZPyQV2Y/export?format=csv&gid=0"",""last_sync_error"":null,""last_rows_failed"":0,""last_rows_skipped"":0,""last_sync_message"":""Checked Reliance Industries from Google Sheet. No new rows were available after 2026-05-01."",""last_sync_outcome"":""no_new_rows"",""last_rows_imported"":0,""mapping_confidence"":1,""last_provider_error"":null,""last_sync_in_flight"":false,""detected_source_type"":""google_sheet"",""last_sync_started_at"":""2026-04-28T10:10:12.286Z"",""last_sync_finished_at"":""2026-04-28T10:10:16.180Z"",""last_sync_warning_summary"":""3 source row(s) are future-dated. Treat this source as test data or verify it carefully before production sync. No rows are newer than the latest stored date 2026-05-01.""}",,google_sheet,https://docs.google.com/spreadsheets/d/1B3w34RAM7v0q4H-WIY6bInptVE_RAReQ53k2ZPyQV2Y/export?format=csv&gid=0,RELIANCE.NS,active,1D,2026-04-28T10:11:49.164+00:00
